Year;LOCATION;VARIABLE;UNIT_MULT;FREQ;OBS_VALUE;TIME_FORMAT;UNIT_MEASURE
2001;Iraq;Number of maternal deaths (upper bound);Units;Annual;1804.0;Annual;Number
2003;Iraq;Number of maternal deaths (upper bound);Units;Annual;1872.0;Annual;Number
1992;Luxembourg;Number of maternal deaths;Units;Annual;1.0;Annual;Number
1999;Luxembourg;Number of maternal deaths;Units;Annual;1.0;Annual;Number
2003;Luxembourg;Number of maternal deaths;Units;Annual;0.0;Annual;Number
2005;Luxembourg;Number of maternal deaths;Units;Annual;0.0;Annual;Number
2006;Luxembourg;Number of maternal deaths;Units;Annual;0.0;Annual;Number
2011;Luxembourg;Number of maternal deaths;Units;Annual;0.0;Annual;Number
1991;Estonia;Number of maternal deaths;Units;Annual;7.0;Annual;Number
1993;Estonia;Number of maternal deaths;Units;Annual;6.0;Annual;Number
1997;Estonia;Number of maternal deaths;Units;Annual;3.0;Annual;Number
2000;Estonia;Number of maternal deaths;Units;Annual;3.0;Annual;Number
2006;Estonia;Number of maternal deaths;Units;Annual;1.0;Annual;Number
2007;Estonia;Number of maternal deaths;Units;Annual;1.0;Annual;Number
2008;Estonia;Number of maternal deaths;Units;Annual;1.0;Annual;Number
2010;Estonia;Number of maternal deaths;Units;Annual;1.0;Annual;Number
1993;Mauritius;Number of maternal deaths (lower bound);Units;Annual;13.0;Annual;Number
1995;Mauritius;Number of maternal deaths (lower bound);Units;Annual;12.0;Annual;Number
1998;Mauritius;Number of maternal deaths (lower bound);Units;Annual;9.0;Annual;Number
1995;Greece;Maternal mortality ratio (MMR) (upper bound);Units;Annual;8.0;Annual;number of maternal deaths per 100,000 live births
1993;Syrian Arab Republic;Number of maternal deaths (lower bound);Units;Annual;404.0;Annual;Number
2004;Syrian Arab Republic;Number of maternal deaths (lower bound);Units;Annual;92.0;Annual;Number
2007;Syrian Arab Republic;Number of maternal deaths (lower bound);Units;Annual;82.0;Annual;Number
2007;Ecuador;Number of maternal deaths (lower bound);Units;Annual;187.0;Annual;Number
2011;Ecuador;Number of maternal deaths (lower bound);Units;Annual;161.0;Annual;Number
1990;Afghanistan;Number of maternal deaths;Units;Annual;7803.0;Annual;Number
2002;Afghanistan;Number of maternal deaths;Units;Annual;15654.0;Annual;Number
2006;Afghanistan;Number of maternal deaths;Units;Annual;14990.0;Annual;Number
1995;Sweden;Maternal mortality ratio (MMR) (lower bound);Units;Annual;5.5;Annual;number of maternal deaths per 100,000 live births
2000;Sweden;Maternal mortality ratio (MMR) (lower bound);Units;Annual;5.2;Annual;number of maternal deaths per 100,000 live births
2009;Sweden;Maternal mortality ratio (MMR) (lower bound);Units;Annual;3.9;Annual;number of maternal deaths per 100,000 live births
1990;Tajikistan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;81.0;Annual;number of maternal deaths per 100,000 live births
1994;Tajikistan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;85.8;Annual;number of maternal deaths per 100,000 live births
2009;Tajikistan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;43.9;Annual;number of maternal deaths per 100,000 live births
1992;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;534.6;Annual;number of maternal deaths per 100,000 live births
1993;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;492.6;Annual;number of maternal deaths per 100,000 live births
1995;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;428.6;Annual;number of maternal deaths per 100,000 live births
1996;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;407.0;Annual;number of maternal deaths per 100,000 live births
1999;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;374.2;Annual;number of maternal deaths per 100,000 live births
2001;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;344.7;Annual;number of maternal deaths per 100,000 live births
2009;Bhutan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;259.8;Annual;number of maternal deaths per 100,000 live births
1992;Central African Republic;Maternal mortality ratio (MMR);Units;Annual;1756.7;Annual;number of maternal deaths per 100,000 live births
1999;Central African Republic;Maternal mortality ratio (MMR);Units;Annual;1364.8;Annual;number of maternal deaths per 100,000 live births
2004;Central African Republic;Maternal mortality ratio (MMR);Units;Annual;1008.0;Annual;number of maternal deaths per 100,000 live births
2007;Central African Republic;Maternal mortality ratio (MMR);Units;Annual;847.7;Annual;number of maternal deaths per 100,000 live births
1991;Canada;Number of maternal deaths (lower bound);Units;Annual;25.0;Annual;Number
1991;Senegal;Maternal mortality ratio (MMR) (upper bound);Units;Annual;559.8;Annual;number of maternal deaths per 100,000 live births
2000;Senegal;Maternal mortality ratio (MMR) (upper bound);Units;Annual;531.6;Annual;number of maternal deaths per 100,000 live births
2003;Senegal;Maternal mortality ratio (MMR) (upper bound);Units;Annual;483.0;Annual;number of maternal deaths per 100,000 live births
2007;Senegal;Maternal mortality ratio (MMR) (upper bound);Units;Annual;479.5;Annual;number of maternal deaths per 100,000 live births
2011;Senegal;Maternal mortality ratio (MMR) (upper bound);Units;Annual;464.1;Annual;number of maternal deaths per 100,000 live births
2004;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (upper bound);Units;Annual;48.9;Annual;number of maternal deaths per 100,000 live births
2007;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (upper bound);Units;Annual;44.5;Annual;number of maternal deaths per 100,000 live births
2011;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (upper bound);Units;Annual;39.6;Annual;number of maternal deaths per 100,000 live births
1993;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;58.1;Annual;number of maternal deaths per 100,000 live births
2000;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;64.9;Annual;number of maternal deaths per 100,000 live births
2002;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;65.5;Annual;number of maternal deaths per 100,000 live births
2004;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;62.3;Annual;number of maternal deaths per 100,000 live births
2006;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.6;Annual;number of maternal deaths per 100,000 live births
2008;Cuba;Maternal mortality ratio (MMR) (upper bound);Units;Annual;55.8;Annual;number of maternal deaths per 100,000 live births
1993;Gabon;Number of maternal deaths (upper bound);Units;Annual;225.0;Annual;Number
1995;Gabon;Number of maternal deaths (upper bound);Units;Annual;245.0;Annual;Number
2004;Gabon;Number of maternal deaths (upper bound);Units;Annual;270.0;Annual;Number
2010;Gabon;Number of maternal deaths (upper bound);Units;Annual;238.0;Annual;Number
1993;Timor-Leste;Maternal mortality ratio (MMR) (upper bound);Units;Annual;614.2;Annual;number of maternal deaths per 100,000 live births
1998;Timor-Leste;Maternal mortality ratio (MMR) (upper bound);Units;Annual;490.4;Annual;number of maternal deaths per 100,000 live births
1999;Timor-Leste;Maternal mortality ratio (MMR) (upper bound);Units;Annual;458.1;Annual;number of maternal deaths per 100,000 live births
2003;Timor-Leste;Maternal mortality ratio (MMR) (upper bound);Units;Annual;489.7;Annual;number of maternal deaths per 100,000 live births
2005;Timor-Leste;Maternal mortality ratio (MMR) (upper bound);Units;Annual;499.5;Annual;number of maternal deaths per 100,000 live births
1991;Denmark;Maternal mortality ratio (MMR);Units;Annual;9.0;Annual;number of maternal deaths per 100,000 live births
1992;Denmark;Maternal mortality ratio (MMR);Units;Annual;9.2;Annual;number of maternal deaths per 100,000 live births
1994;Denmark;Maternal mortality ratio (MMR);Units;Annual;9.8;Annual;number of maternal deaths per 100,000 live births
1996;Denmark;Maternal mortality ratio (MMR);Units;Annual;8.8;Annual;number of maternal deaths per 100,000 live births
2003;Denmark;Maternal mortality ratio (MMR);Units;Annual;6.0;Annual;number of maternal deaths per 100,000 live births
2004;Denmark;Maternal mortality ratio (MMR);Units;Annual;6.0;Annual;number of maternal deaths per 100,000 live births
2010;Denmark;Maternal mortality ratio (MMR);Units;Annual;5.4;Annual;number of maternal deaths per 100,000 live births
1991;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;439.5;Annual;number of maternal deaths per 100,000 live births
1992;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;437.4;Annual;number of maternal deaths per 100,000 live births
1994;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;378.4;Annual;number of maternal deaths per 100,000 live births
2002;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;172.0;Annual;number of maternal deaths per 100,000 live births
2004;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;121.2;Annual;number of maternal deaths per 100,000 live births
2005;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;117.8;Annual;number of maternal deaths per 100,000 live births
2006;Morocco;Maternal mortality ratio (MMR) (upper bound);Units;Annual;110.8;Annual;number of maternal deaths per 100,000 live births
1997;Swaziland;Number of maternal deaths (upper bound);Units;Annual;195.0;Annual;Number
2008;Swaziland;Number of maternal deaths (upper bound);Units;Annual;280.0;Annual;Number
1990;Lesotho;Number of maternal deaths (upper bound);Units;Annual;176.0;Annual;Number
1994;Lesotho;Number of maternal deaths (upper bound);Units;Annual;165.0;Annual;Number
2000;Lesotho;Number of maternal deaths (upper bound);Units;Annual;765.0;Annual;Number
2005;Lesotho;Number of maternal deaths (upper bound);Units;Annual;1117.0;Annual;Number
1992;Uzbekistan;Number of maternal deaths (upper bound);Units;Annual;358.0;Annual;Number
1997;Uzbekistan;Number of maternal deaths (upper bound);Units;Annual;238.0;Annual;Number
2008;Uzbekistan;Number of maternal deaths (upper bound);Units;Annual;297.0;Annual;Number
2010;Uzbekistan;Number of maternal deaths (upper bound);Units;Annual;289.0;Annual;Number
2011;Uzbekistan;Number of maternal deaths (upper bound);Units;Annual;281.0;Annual;Number
1993;Sierra Leone;Maternal mortality ratio (MMR) (lower bound);Units;Annual;537.5;Annual;number of maternal deaths per 100,000 live births
1997;Sierra Leone;Maternal mortality ratio (MMR) (lower bound);Units;Annual;590.8;Annual;number of maternal deaths per 100,000 live births
1998;Sierra Leone;Maternal mortality ratio (MMR) (lower bound);Units;Annual;619.3;Annual;number of maternal deaths per 100,000 live births
2008;Sierra Leone;Maternal mortality ratio (MMR) (lower bound);Units;Annual;556.4;Annual;number of maternal deaths per 100,000 live births
1994;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;511.4;Annual;number of maternal deaths per 100,000 live births
1995;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;528.5;Annual;number of maternal deaths per 100,000 live births
1996;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;548.8;Annual;number of maternal deaths per 100,000 live births
1998;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;591.8;Annual;number of maternal deaths per 100,000 live births
2002;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;648.2;Annual;number of maternal deaths per 100,000 live births
2008;Djibouti;Maternal mortality ratio (MMR) (upper bound);Units;Annual;565.4;Annual;number of maternal deaths per 100,000 live births
1990;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1991;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1992;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1993;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1995;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1997;Dominica;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
2009;Dominica;Number of maternal deaths (upper bound);Units;Annual;0.0;Annual;Number
2011;Dominica;Number of maternal deaths (upper bound);Units;Annual;0.0;Annual;Number
2003;Marshall Islands;Number of maternal deaths;Units;Annual;2.0;Annual;Number
2005;Marshall Islands;Number of maternal deaths;Units;Annual;2.0;Annual;Number
1993;Taiwan;Number of maternal deaths (lower bound);Units;Annual;38.0;Annual;Number
1998;Taiwan;Number of maternal deaths (lower bound);Units;Annual;29.0;Annual;Number
2001;Taiwan;Number of maternal deaths (lower bound);Units;Annual;27.0;Annual;Number
2006;Taiwan;Number of maternal deaths (lower bound);Units;Annual;19.0;Annual;Number
2009;Taiwan;Number of maternal deaths (lower bound);Units;Annual;16.0;Annual;Number
1996;Swaziland;Maternal mortality ratio (MMR);Units;Annual;429.3;Annual;number of maternal deaths per 100,000 live births
2008;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR) (lower bound);Units;Annual;420.7;Annual;number of maternal deaths per 100,000 live births
2011;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR) (lower bound);Units;Annual;371.0;Annual;number of maternal deaths per 100,000 live births
2003;South Africa;Number of maternal deaths (upper bound);Units;Annual;1339.0;Annual;Number
1992;Kiribati;Number of maternal deaths;Units;Annual;4.0;Annual;Number
1994;Kiribati;Number of maternal deaths;Units;Annual;4.0;Annual;Number
2005;Kiribati;Number of maternal deaths;Units;Annual;2.0;Annual;Number
2010;Kiribati;Number of maternal deaths;Units;Annual;2.0;Annual;Number
2000;Kenya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;627.6;Annual;number of maternal deaths per 100,000 live births
2009;Kenya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;306.5;Annual;number of maternal deaths per 100,000 live births
2007;India;Maternal mortality ratio (MMR) (upper bound);Units;Annual;281.9;Annual;number of maternal deaths per 100,000 live births
2008;India;Maternal mortality ratio (MMR) (upper bound);Units;Annual;267.0;Annual;number of maternal deaths per 100,000 live births
1990;Guinea;Maternal mortality ratio (MMR);Units;Annual;731.0;Annual;number of maternal deaths per 100,000 live births
1991;Guinea;Maternal mortality ratio (MMR);Units;Annual;743.1;Annual;number of maternal deaths per 100,000 live births
1996;Guinea;Maternal mortality ratio (MMR);Units;Annual;789.4;Annual;number of maternal deaths per 100,000 live births
1997;Guinea;Maternal mortality ratio (MMR);Units;Annual;788.6;Annual;number of maternal deaths per 100,000 live births
2001;Guinea;Maternal mortality ratio (MMR);Units;Annual;806.7;Annual;number of maternal deaths per 100,000 live births
2005;Guinea;Maternal mortality ratio (MMR);Units;Annual;795.3;Annual;number of maternal deaths per 100,000 live births
1994;Uganda;Number of maternal deaths (upper bound);Units;Annual;7966.0;Annual;Number
1995;Slovenia;Number of maternal deaths;Units;Annual;3.0;Annual;Number
2008;Slovenia;Number of maternal deaths;Units;Annual;2.0;Annual;Number
1995;Brunei Darussalam;Maternal mortality ratio (MMR);Units;Annual;27.2;Annual;number of maternal deaths per 100,000 live births
